# genetated time: 2023-07-28 18:19:57.437705
# histogram number: 2048
# sample number: 50
# tune number: 5
###
# op_name    threshold    min    max
/mobilevit/encoder/layer.4/transformer/layer.0/attention/attention/Reshape_output_0_Reshape 3.8672523 -3.4971657 3.8251002
/mobilevit/encoder/layer.4/transformer/layer.0/attention/attention/value/Add_output_0_Add 1.6951510 -1.6951510 1.4842172
/mobilevit/encoder/layer.4/transformer/layer.0/attention/attention/Reshape_1_output_0_Reshape 1.6951510 -1.6951510 1.4842172
/mobilevit/encoder/layer.4/transformer/layer.0/attention/attention/Transpose_output_0_Transpose 1.6951510 -1.6951510 1.4842172
/mobilevit/encoder/layer.4/transformer/layer.0/attention/attention/Reshape_2_output_0_Reshape 4.1803503 -4.0748005 4.0863972
/mobilevit/encoder/layer.4/transformer/layer.0/attention/attention/Transpose_1_output_0_Transpose 4.1803503 -4.0748005 4.0863972
/mobilevit/encoder/layer.4/transformer/layer.0/attention/attention/Transpose_2_output_0_Transpose 3.8672523 -3.4971657 3.8251002
/mobilevit/encoder/layer.4/transformer/layer.0/attention/attention/MatMul_output_0_MatMul 60.9591522 -52.7359428 60.9591522
/mobilevit/encoder/layer.4/transformer/layer.0/attention/attention/Div_output_0_Div 7.8697925 -6.8081808 7.8697925
/mobilevit/encoder/layer.4/transformer/layer.0/attention/attention/Softmax_output_0_Softmax 0.9742410 0.0000027 0.9343271
/mobilevit/encoder/layer.4/transformer/layer.0/attention/attention/MatMul_1_output_0_MatMul 1.2293045 -1.3296616 1.4214056
/mobilevit/encoder/layer.4/transformer/layer.0/attention/attention/Transpose_3_output_0_Transpose 1.4214056 -1.3296616 1.4214056
/mobilevit/encoder/layer.4/transformer/layer.0/attention/attention/Reshape_3_output_0_Reshape 1.4214056 -1.3296616 1.4214056
/mobilevit/encoder/layer.4/transformer/layer.0/attention/output/dense/Add_output_0_Add 4.2741642 -4.8790278 4.2213068
/mobilevit/encoder/layer.4/transformer/layer.0/Add_output_0_Add 22.1054608 -19.9464035 23.9227295
/mobilevit/encoder/layer.4/transformer/layer.0/layernorm_after/Add_1_output_0_LayerNormalization 2.5381417 -2.5381417 1.8372846
/mobilevit/encoder/layer.4/transformer/layer.0/intermediate/dense/Add_output_0_Add 8.7786750 -10.2003536 6.3800321
/mobilevit/encoder/layer.4/transformer/layer.0/intermediate/intermediate_act_fn/Mul_output_0_Mul 4.3991911 -0.2784646 6.3692360
/mobilevit/encoder/layer.4/transformer/layer.0/output/dense/Add_output_0_Add 7.8263488 -5.7884927 7.4252625
/mobilevit/encoder/layer.4/transformer/layer.0/output/Add_output_0_Add 27.4698947 -21.6849575 28.8447857
/mobilevit/encoder/layer.4/transformer/layer.1/layernorm_before/Add_1_output_0_LayerNormalization 1.0756110 -1.0756110 1.0125827
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/query/Add_output_0_Add 3.7449784 -3.8670287 4.0237865
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/key/Add_output_0_Add 3.9288377 -4.1809082 4.4251881
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/Reshape_output_0_Reshape 4.5395679 -4.1809082 4.4251881
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/value/Add_output_0_Add 2.6781135 -2.3308086 2.4033544
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/Reshape_1_output_0_Reshape 2.6781135 -2.3308086 2.4033544
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/Transpose_output_0_Transpose 2.6781135 -2.3308086 2.4033544
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/Reshape_2_output_0_Reshape 4.3449216 -3.8670287 4.0237865
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/Transpose_1_output_0_Transpose 4.3449216 -3.8670287 4.0237865
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/Transpose_2_output_0_Transpose 4.5395679 -4.1809082 4.4251881
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/MatMul_output_0_MatMul 59.5338783 -54.6628685 55.7313881
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/Div_output_0_Div 7.6857905 -7.0569458 7.1948910
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/Softmax_output_0_Softmax 0.9879900 0.0000104 0.9817477
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/MatMul_1_output_0_MatMul 1.8653536 -2.1295619 2.0734696
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/Transpose_3_output_0_Transpose 2.1917598 -2.1295619 2.0734696
/mobilevit/encoder/layer.4/transformer/layer.1/attention/attention/Reshape_3_output_0_Reshape 2.1917598 -2.1295619 2.0734696
/mobilevit/encoder/layer.4/transformer/layer.1/attention/output/dense/Add_output_0_Add 5.9064660 -5.7020593 3.6201372
/mobilevit/encoder/layer.4/transformer/layer.1/Add_output_0_Add 27.5954609 -21.4871559 27.3867397
/mobilevit/encoder/layer.4/transformer/layer.1/layernorm_after/Add_1_output_0_LayerNormalization 2.7818663 -2.6506000 2.6286907
/mobilevit/encoder/layer.4/transformer/layer.1/intermediate/dense/Add_output_0_Add 18.1057000 -19.7878571 8.9388103
/mobilevit/encoder/layer.4/transformer/layer.1/intermediate/intermediate_act_fn/Mul_output_0_Mul 6.8077644 -0.2784646 8.9376373
/mobilevit/encoder/layer.4/transformer/layer.1/output/dense/Add_output_0_Add 12.1028643 -11.7242098 10.6141605
/mobilevit/encoder/layer.4/transformer/layer.1/output/Add_output_0_Add 25.8431644 -19.6536903 25.4885921
/mobilevit/encoder/layer.4/transformer/layer.2/layernorm_before/Add_1_output_0_LayerNormalization 1.1674738 -1.0465823 1.0244458
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/query/Add_output_0_Add 5.4341617 -5.0837998 4.7084217
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/key/Add_output_0_Add 4.4241075 -4.6139936 4.8187065
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/Reshape_output_0_Reshape 4.8187065 -4.6139936 4.8187065
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/value/Add_output_0_Add 4.1395350 -3.6947281 4.1395350
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/Reshape_1_output_0_Reshape 4.1395350 -3.6947281 4.1395350
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/Transpose_output_0_Transpose 4.1395350 -3.6947281 4.1395350
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/Reshape_2_output_0_Reshape 5.4341617 -5.0837998 4.7084217
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/Transpose_1_output_0_Transpose 5.4341617 -5.0837998 4.7084217
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/Transpose_2_output_0_Transpose 4.8187065 -4.6139936 4.8187065
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/MatMul_output_0_MatMul 66.5050597 -56.0897713 68.6952896
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/Div_output_0_Div 9.0367041 -7.2411580 8.8685236
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/Softmax_output_0_Softmax 0.9987515 0.0000019 0.9982314
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/MatMul_1_output_0_MatMul 2.5195339 -2.4158576 2.0455391
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/Transpose_3_output_0_Transpose 2.5195339 -2.4158576 2.0455391
/mobilevit/encoder/layer.4/transformer/layer.2/attention/attention/Reshape_3_output_0_Reshape 2.5195339 -2.4158576 2.0455391
/mobilevit/encoder/layer.4/transformer/layer.2/attention/output/dense/Add_output_0_Add 6.1739741 -6.5827904 6.7006631
/mobilevit/encoder/layer.4/transformer/layer.2/Add_output_0_Add 28.0953197 -18.0250740 27.3960114
/mobilevit/encoder/layer.4/transformer/layer.2/layernorm_after/Add_1_output_0_LayerNormalization 2.5276275 -2.3556333 2.3633330
/mobilevit/encoder/layer.4/transformer/layer.2/intermediate/dense/Add_output_0_Add 16.4992760 -19.8798046 13.4093914
/mobilevit/encoder/layer.4/transformer/layer.2/intermediate/intermediate_act_fn/Mul_output_0_Mul 8.4267558 -0.2784646 13.4093704
/mobilevit/encoder/layer.4/transformer/layer.2/output/dense/Add_output_0_Add 69.5018387 -60.6976280 62.8436890
/mobilevit/encoder/layer.4/transformer/layer.2/output/Add_output_0_Add 84.7760162 -68.5882034 81.9841766
/mobilevit/encoder/layer.4/layernorm/Add_1_output_0_LayerNormalization 1.4705768 -1.4705768 1.1043382
/mobilevit/encoder/layer.4/Reshape_3_output_0_Reshape 1.4705768 -1.4705768 1.1043382
/mobilevit/encoder/layer.4/Transpose_2_output_0_Transpose 1.4705768 -1.4705768 1.1043382
/mobilevit/encoder/layer.4/Reshape_4_output_0_Reshape 1.4705768 -1.4705768 1.1043382
/mobilevit/encoder/layer.4/Transpose_3_output_0_Transpose 1.4705768 -1.4705768 1.1043382
/mobilevit/encoder/layer.4/Reshape_5_output_0_Reshape 1.4705768 -1.4705768 1.1043382
/mobilevit/encoder/layer.4/conv_projection/convolution/Conv_output_0_Conv 7.4710259 -4.4361868 7.4710259
/mobilevit/encoder/layer.4/conv_projection/activation/Mul_output_0_Mul 5.7873890 -0.2784646 7.4667749
/mobilevit/encoder/layer.4/Concat_output_0_Concat 5.7873890 -2.0604880 7.4667749
/mobilevit/encoder/layer.4/fusion/convolution/Conv_output_0_Conv 3.6357057 -3.6357057 2.9764190
/mobilevit/encoder/layer.4/fusion/activation/Mul_output_0_Mul 2.1250787 -0.2784646 2.8320549
/mobilevit/conv_1x1_exp/convolution/Conv_output_0_Conv 14.0856913 -14.9460802 9.7085352
/mobilevit/conv_1x1_exp/activation/Mul_output_0_Mul 9.7079449 -0.2784646 9.7079449
/mobilevit/ReduceMean_output_0_ReduceMean 1.1655393 -0.2465210 1.1655393
outputs_Gemm 12.0173655 -6.8856211 12.0173655
